# index, _pos
18139,"array([ -981.06522452, -4601.69826559])"
18140,"array([-98.80717808, 205.70407857])"
18141,"array([-682.1708021 , -141.70500894])"
18142,"array([2131.29316497,  922.25221105])"
18143,"array([ 487.48449127, -321.57030789])"
18144,"array([-2900.80993269, -3038.55097213])"
18145,"array([-384.70187426,  259.16598663])"
18146,"array([1664.94590364, 5141.24773955])"
18147,"array([ 129.89634392, 2587.7236918 ])"
18148,"array([ 2990.51573343, -3834.87237664])"
18149,"array([ 4024.41876077, -4041.40719503])"
18150,"array([-3329.73786196, -5519.49162994])"
18151,"array([2174.47000711, 2538.96812934])"
18152,"array([  -2.86879573, -117.80185397])"
18153,"array([-221.92150923, 5030.23332362])"
18154,"array([386.09156574, 117.8990261 ])"
18155,"array([4456.25402963, 5036.41230296])"
18156,"array([6583.14007928,  550.51168537])"
18157,"array([-5578.54775114, -1756.93048699])"
18158,"array([ 245.83054926, -234.24300292])"
18159,"array([-225.51468571,   27.88471843])"
18160,"array([-66.63376437, 182.17565109])"
18161,"array([ -1.45821218, 118.31329577])"
18162,"array([-4218.92280333,  3996.2909578 ])"
18163,"array([ 5392.44231832, -2039.1200374 ])"
18164,"array([ 4472.15261578, -5658.86815958])"
18165,"array([3086.54848952,   13.30861721])"
18166,"array([4732.5113991, 5117.9116074])"
18167,"array([4543.85931131, 2527.8402418 ])"
18168,"array([-1296.50252397, -5367.33078234])"
18169,"array([-6676.60588567,   537.45220968])"
18170,"array([ 4397.65497152, -1688.78883156])"
18171,"array([ 1066.49053772, -3168.53604985])"
18172,"array([-4048.11884062,  4328.83564992])"
18173,"array([1193.33500959, 3397.8570847 ])"
18174,"array([285.97049653, -49.10270052])"
18175,"array([4706.10029813, 1501.86146681])"
18176,"array([-5224.46972362,   765.03880118])"
18177,"array([ 5797.07247368, -2159.30520996])"
18178,"array([ 131.83552104, 3886.98905566])"
18179,"array([-1919.86835828,  -881.8802747 ])"
18180,"array([-5008.75674961, -2620.8063825 ])"
18181,"array([-4502.02144983,  4480.07504092])"
18182,"array([ 90.14559834, 171.46088848])"
18183,"array([-5030.21249576, -5508.0452562 ])"
18184,"array([-2759.18278737,  5433.28450691])"
18185,"array([ 328.14402344, -219.57765355])"
18186,"array([ -492.65213103, -3186.10209054])"
18187,"array([ 149.25352738, 4120.07223597])"
18188,"array([-5340.57153056,   345.41767213])"
18189,"array([328.26963197, 397.28685058])"
18190,"array([-1545.07814668, -3496.68960978])"
18191,"array([-3856.03758044,   -54.12638241])"
18192,"array([ 3415.35027975, -5932.47650632])"
18193,"array([-127.94376581,  219.37950877])"
18194,"array([-6235.60361497,  -194.33719116])"
18195,"array([-367.8197643 , -350.17051543])"
18196,"array([ 314.22466228, -534.07929583])"
18197,"array([-780.8553538 , 5309.90511083])"
18198,"array([-5269.33565355,  4311.27113015])"
18199,"array([5472.31925275, -680.58764738])"
18200,"array([ 4152.56522526, -5000.87568818])"
18201,"array([-2772.53707038, -1010.58739404])"
18202,"array([-5549.80496279,  -164.91007592])"
18203,"array([3971.73816487, 3224.90480956])"
18204,"array([-1077.73521259,  2867.55054841])"
18205,"array([ 5140.90518604, -2933.20765371])"
18206,"array([2004.86518453, 6783.12449138])"
18207,"array([1084.94087383, 4163.84496106])"
18208,"array([-26.69254821, 210.91279934])"
18209,"array([-391.78364921,   63.97798988])"
18210,"array([400.32140752,  30.15798426])"
18211,"array([1352.47764552, 5094.51512446])"
18212,"array([-2083.62890714,  4857.86638286])"
18213,"array([-4880.36218962,  2296.28347664])"
18214,"array([-6283.48960243, -2762.60945003])"
18215,"array([-305.27554563, -247.75726973])"
18216,"array([-2863.7365779 ,  4125.33776529])"
18217,"array([328.76693457,  10.67124757])"
18218,"array([ 6868.24020929, -2175.81207425])"
18219,"array([3163.70248744, 4308.04284381])"
18220,"array([ 6010.81732312, -1117.60241891])"
18221,"array([3127.96767723, 4651.9452432 ])"
18222,"array([-488.44011377,  222.52275126])"
18223,"array([-3789.45633814,  4333.90274156])"
18224,"array([  777.05751759, -4786.6910684 ])"
18225,"array([-151.83321397,  470.19220128])"
18226,"array([2240.651008  , 4567.30045134])"
18227,"array([-111.89850667,   81.86653783])"
18228,"array([-1379.86538857, -3648.09859012])"
18229,"array([-7051.63982918, -1509.42789518])"
18230,"array([-3409.84110749,  3461.57606002])"
18231,"array([3394.01942583,  -98.50528482])"
18232,"array([ 5999.61939587, -3869.35392537])"
18233,"array([-101.94626457, -167.11219859])"
18234,"array([-441.36380986,  273.33933121])"
18235,"array([45.02468986, 20.01852456])"
18236,"array([ 4043.61752169, -3647.68631374])"
18237,"array([ 378.64898459, -440.55741312])"
18238,"array([2436.39508366, 1192.26930568])"
18239,"array([-3610.71585281,  -791.21639179])"
18240,"array([ -374.70470354, -4828.97785882])"
18241,"array([-2173.75531452,  6879.33227351])"
18242,"array([-2683.68650001,   947.31902851])"
18243,"array([ 382.57825899, 7344.93082625])"
18244,"array([ 3470.88583248, -1485.1541343 ])"
18245,"array([ 1619.71150046, -2644.27326245])"
18246,"array([ -7.1011952 , 601.81028343])"
18247,"array([-4921.5722481 , -3067.01186771])"
18248,"array([ 4370.60094388, -5038.3765794 ])"
18249,"array([-4064.5931921,  -159.0566269])"
18250,"array([  35.99590509, -288.65338113])"
18251,"array([5820.33143095, -162.85555274])"
18252,"array([-921.69124938, 4873.66672323])"
18253,"array([4073.86711866, 4556.95013676])"
18254,"array([ 2856.65163769, -6726.04840744])"
18255,"array([ 4921.6421675 , -1595.87253184])"
18256,"array([ 5.21164126, 18.84084993])"
18257,"array([-1539.88550188, -2393.63726761])"
18258,"array([1491.16019315, 5419.09641973])"
18259,"array([3803.61019799, 4617.88625369])"
18260,"array([  308.57608127, -5869.02320961])"
18261,"array([3677.11198703, 5270.93059001])"
18262,"array([1971.81829335, 6030.34208043])"
18263,"array([-5434.81942751,  -462.0644952 ])"
18264,"array([ -181.17653714, -2360.2740591 ])"
18265,"array([ -339.91984651, -6604.93500074])"
18266,"array([ 860.03051418, 5502.89367225])"
18267,"array([4207.25030094,  696.21555423])"
18268,"array([ 4062.22010541, -4965.1929855 ])"
18269,"array([ 5121.86596115, -3529.96249441])"
18270,"array([1761.79887958, 6117.64906665])"
18271,"array([ 23.68820187, -11.19211984])"
18272,"array([-3712.64747558, -2541.8541953 ])"
18273,"array([ 759.58599646, 2524.68340314])"
18274,"array([1399.61977436, 7059.03146947])"
18275,"array([-433.32539235, -429.18020522])"
18276,"array([287.6664629 , 435.80675666])"
18277,"array([ 6927.35390285, -1490.4940957 ])"
18278,"array([-256.0101327 ,  524.07993619])"
18279,"array([-2898.51226293,  1621.62523226])"
18280,"array([4653.87394922, 4412.1510208 ])"
18281,"array([4248.75409218, 4381.38371435])"
18282,"array([-716.92900218,  373.74810401])"
18283,"array([ 606.42334158, -132.44611308])"
18284,"array([5052.01021628, 2034.17743382])"
18285,"array([2835.44615706, 2906.85236578])"
18286,"array([-81.3995535 , 150.76206766])"
18287,"array([-3958.74810183,  5580.02959359])"
18288,"array([5781.78511858, 5053.0234781 ])"
18289,"array([2359.31555955, 6232.55667226])"
18290,"array([-1516.2770974 ,  6083.09467557])"
18291,"array([1665.53316848, 2303.25516381])"
18292,"array([-6380.4429317 ,  1814.27729155])"
18293,"array([  746.00459495, -6713.44845028])"
18294,"array([-3204.58256613,  -754.93277377])"
18295,"array([-1975.86366916, -3537.43660627])"
18296,"array([-2555.2238312 ,  2781.45738789])"
18297,"array([-379.18544851,  -99.92760344])"
18298,"array([ 3107.14395416, -3352.21108435])"
18299,"array([-610.57441692, -344.01226211])"
18300,"array([ 3173.92788768, -5041.34941232])"
18301,"array([2361.30098054, 5211.42968137])"
18302,"array([-3510.45305634,   135.6164366 ])"
18303,"array([-2126.04765256, -3372.19539951])"
18304,"array([3718.62154055, 4759.6228214 ])"
18305,"array([5724.23687636, 4198.11586344])"
18306,"array([-1809.9744334 ,  1721.97164909])"
18307,"array([-2696.91162051, -3438.94920442])"
18308,"array([-2323.07558625,  4667.56812213])"
18309,"array([4656.8069244 ,  858.42412326])"
18310,"array([-3855.58415643, -5556.35084615])"
18311,"array([-2607.23101799, -1797.86965804])"
18312,"array([-6809.36926951,  1900.57941138])"
18313,"array([-6283.60725863, -1483.45591824])"
18314,"array([-656.23528579,  323.61801615])"
18315,"array([-5447.87189769,  4098.92844997])"
18316,"array([-4557.92569655,  -639.44376566])"
18317,"array([-2495.25537806,  2022.10763628])"
18318,"array([-6528.02893956,  3601.51244811])"
18319,"array([-1485.37992409,  2923.57809702])"
18320,"array([ 3522.98015976, -3461.44192896])"
18321,"array([-4876.02136112, -2025.96880287])"
18322,"array([-596.34013273, 3794.33639115])"
18323,"array([3573.18108055, 6005.69610221])"
18324,"array([3051.92112343, 4700.24355133])"
18325,"array([-3922.75907797, -1160.49039422])"
18326,"array([-2339.3187189 ,  -446.04982228])"
18327,"array([ 5079.84877066, -4566.42744036])"
18328,"array([-1975.19778967,  3805.18248796])"
18329,"array([ 3899.21111442, -2188.52179138])"
18330,"array([5765.9347858 , 2145.62757891])"
18331,"array([-357.8709068 ,  235.10251526])"
18332,"array([-2804.75529655,   739.92051838])"
18333,"array([ 3719.92147345, -3554.95808081])"
18334,"array([ 2813.84501004, -4104.01863333])"
18335,"array([4602.14852588, 3948.75966607])"
18336,"array([4005.49899522, 3746.8179514 ])"
18337,"array([-7.40158038, 14.49033796])"
18338,"array([-2157.48107789, -1958.28071056])"
18339,"array([5356.92039181, 1234.39616088])"
18340,"array([  83.89228432, -412.59659639])"
18341,"array([-1829.69161266, -5109.81558162])"
18342,"array([-4204.60748269,  3119.70142342])"
18343,"array([ 3048.00056128, -4900.92182423])"
18344,"array([-461.47390966, -102.23040148])"
18345,"array([4221.63535787, 3058.72203731])"
18346,"array([2304.32129982, 1623.7921389 ])"
18347,"array([ 5193.20095315, -5162.56814065])"
18348,"array([ -317.50141693, -3468.29498213])"
18349,"array([-2947.39757508,   303.99309522])"
18350,"array([-3864.49373191,   946.41886985])"
18351,"array([-1951.21570654, -6247.05445426])"
18352,"array([ 3317.51357188, -3247.39497649])"
18353,"array([3265.47954927, 5516.29942752])"
18354,"array([ 6947.20908001, -1389.7086811 ])"
18355,"array([2145.15746892, 3314.38456473])"
18356,"array([-4134.78168985, -4411.06302292])"
18357,"array([-6335.55938643, -3509.54150156])"
18358,"array([-813.15903134, 6292.88764357])"
18359,"array([-3101.99542115,  4085.58063679])"
18360,"array([  337.38691509, -3135.66683927])"
18361,"array([2430.95309518, 3781.17613015])"
18362,"array([-1072.50118201, -3380.39859939])"
18363,"array([-3439.15311837, -3025.38392017])"
18364,"array([ 2100.547591 , -4348.2250437])"
18365,"array([296.69131425, 313.28855374])"
18366,"array([-688.86938266, -611.37952349])"
18367,"array([-4206.89576912,  2481.20456195])"
18368,"array([3269.04719825, 2086.90377575])"
18369,"array([-3652.75460775,  -332.74659614])"
18370,"array([-627.29856329,  299.26374573])"
18371,"array([ 1263.31215571, -1651.23873733])"
18372,"array([ 2446.33081501, -5246.33575228])"
18373,"array([ 163.47401057, -560.96029338])"
18374,"array([1589.4497925 , 3113.12405779])"
18375,"array([508.9072707 , 269.59883773])"
18376,"array([-781.01149257, 5904.74935493])"
18377,"array([-3716.24827176, -2899.22204409])"
18378,"array([ 5503.23015444, -2689.25978209])"
18379,"array([-749.6936022 , 1046.89744144])"
18380,"array([ 325.8291414 , 6951.97185978])"
18381,"array([-227.01865736,  271.9850287 ])"
18382,"array([ 1087.97283262, -4160.43011674])"
18383,"array([-4278.98161231,  1126.09680606])"
18384,"array([ 3740.74879421, -4631.52404311])"
18385,"array([-1746.58924192, -2530.1451067 ])"
18386,"array([ 1430.57935891, -5820.39166206])"
18387,"array([ -229.38090296, -5284.88914362])"
18388,"array([-1315.78131681,  3713.925612  ])"
18389,"array([ 2279.8067339 , -4161.73468947])"
18390,"array([ 6159.62909769, -1697.7628934 ])"
18391,"array([-2246.63577546, -4775.46472537])"
18392,"array([3293.39090665, -425.64879273])"
18393,"array([-2419.50185206,  1632.88302096])"
18394,"array([2971.53943856, 1533.56560629])"
18395,"array([-1336.90597256,  2030.98186117])"
18396,"array([-412.85528   , -303.71864936])"
18397,"array([404.08922906, 600.60783253])"
18398,"array([-295.10640582,  450.3430746 ])"
18399,"array([-407.28001513,   23.29370821])"
18400,"array([ 2226.35497669, -5565.31224544])"
18401,"array([-1011.57425808,  5359.55875487])"
18402,"array([ 3950.63542598, -3505.77733024])"
18403,"array([ -601.22616481, -4783.36028619])"
18404,"array([ -530.83857292, -4912.6741885 ])"
18405,"array([4952.09252732, -553.92158951])"
18406,"array([-4618.04299482,  4343.87592211])"
18407,"array([-1447.28555941,  3292.74684714])"
18408,"array([-233.8105924 , -448.79181101])"
18409,"array([-4337.66107383,  2548.10698789])"
18410,"array([-7275.94343934, -1046.91915951])"
18411,"array([ 5060.11193472, -4863.53924314])"
18412,"array([-4273.43333116,   549.89075232])"
18413,"array([-6065.49410426,  -526.65004514])"
18414,"array([-3625.11400661,  4624.19764642])"
18415,"array([-2521.11925735, -1165.74319384])"
18416,"array([-1949.62889733,  5944.70530031])"
18417,"array([-2105.79314933,  6673.12279778])"
18418,"array([-3828.05968314,  2735.35688493])"
18419,"array([ 3697.82432494, -2844.25762284])"
18420,"array([ -138.49516473, -4801.10224012])"
18421,"array([-3807.1166115 ,  3999.83068534])"
18422,"array([-1748.32463545, -3067.84124208])"
18423,"array([-6019.11972894,  3817.86688447])"
18424,"array([-7468.32346659,  1178.02493693])"
18425,"array([-4848.71383316,   840.3621414 ])"
18426,"array([2109.82631093, 6820.66602412])"
18427,"array([1581.72999465, 4186.88001946])"
18428,"array([ 1179.18952939, -2288.75228692])"
18429,"array([-752.44115235, 6558.61448729])"
18430,"array([-6631.14830556,  1449.16993556])"
18431,"array([ 1749.10695734, -5218.55849151])"
18432,"array([-2688.95232729,  2199.3716571 ])"
18433,"array([2477.14042348, -902.0581686 ])"
18434,"array([4435.00762316, -930.20179387])"
18435,"array([-5115.17401962, -2779.26816269])"
18436,"array([-3360.6694573 ,  2257.36046778])"
18437,"array([2536.13162808,  462.71851543])"
18438,"array([-4238.13401597,  2402.07349613])"
18439,"array([-7002.45548582,  1938.17514573])"
18440,"array([5327.03755739, 4149.85386201])"
18441,"array([-2764.633022  ,  3505.98775513])"
18442,"array([-804.94904003, 6467.50503282])"
18443,"array([490.01047283,  69.51717105])"
18444,"array([ 873.04281055, -217.74001603])"
18445,"array([ 26.01665271, 611.73219343])"
18446,"array([-4432.15521464,   185.23073125])"
18447,"array([-39.52583015, 332.59966813])"
18448,"array([-3502.77773054,  4975.70070471])"
18449,"array([-3784.9426216 ,  -919.56999892])"
18450,"array([4246.10211851, 3929.19645673])"
18451,"array([ 7197.38391269, -1735.65850869])"
18452,"array([2487.02268913, 6029.62140046])"
18453,"array([-89.72931811, 458.23209787])"
18454,"array([ 6424.4824258 , -2752.24080074])"
18455,"array([598.83814661, 503.68535403])"
18456,"array([4104.52767682, 2954.91239401])"
18457,"array([344.73978201, 350.25458469])"
18458,"array([-3878.02292752,  4345.85360206])"
18459,"array([-3478.84318767,  1668.44749134])"
18460,"array([-1077.61830549, -2458.78505244])"
18461,"array([ 2816.3985138 , -2145.60578052])"
18462,"array([-315.23252193, 5236.46089828])"
18463,"array([-3542.68771737,   362.62858174])"
18464,"array([4744.48569609, -257.68055783])"
18465,"array([ 449.25757047, 4588.68107659])"
18466,"array([-2995.24382084,  4496.56510142])"
18467,"array([  284.22411371, -3814.73875733])"
18468,"array([-7066.44539939,  1009.30594747])"
18469,"array([-1728.92852464,  3601.89019571])"
18470,"array([ 1376.05061417, -2084.14653419])"
18471,"array([5371.14560893, 1384.6951767 ])"
18472,"array([ -930.24445526, -3486.38701615])"
18473,"array([ 6453.77524519, -4028.81203941])"
18474,"array([-3957.47453168, -1445.8082425 ])"
18475,"array([5365.2248999 , 1790.12074038])"
18476,"array([2743.58368152,  745.86481883])"
18477,"array([ 3410.51442968, -3220.62616665])"
18478,"array([4977.46824805, 3935.18594184])"
18479,"array([5842.57860865, 2009.20243398])"
18480,"array([ 1432.4540751 , -5262.19299453])"
18481,"array([4400.61884811, 2254.71497794])"
18482,"array([-5729.40234054,  1684.13032669])"
18483,"array([2967.07638804,  107.03768646])"
18484,"array([3754.92000406, 3991.65978896])"
18485,"array([ 1436.54298683, -6225.21176901])"
18486,"array([-3165.33070416,   677.36080473])"
18487,"array([203.26362071, 107.54731051])"
18488,"array([ 410.87166641, -128.81812078])"
18489,"array([360.04801404, 430.99769969])"
18490,"array([-1528.8149809 ,  4753.73427858])"
18491,"array([-5978.93229117,  -427.64986256])"
18492,"array([ 2530.97077535, -1615.06277104])"
18493,"array([-1021.06886949,  7387.65600556])"
18494,"array([-5535.38001103, -2718.8573816 ])"
18495,"array([1894.36358979, 3003.40579592])"
18496,"array([-5610.79231077, -1297.70000707])"
18497,"array([-5251.61499471, -2485.98204419])"
18498,"array([-5364.37566179,  1385.29474622])"
18499,"array([ 379.77342712, 5006.30657571])"
18500,"array([5642.82174981, 1221.29800845])"
18501,"array([-1220.86626578,  2290.57710631])"
18502,"array([3110.95440102,  357.16834704])"
18503,"array([ 2584.32653313, -6430.49494092])"
18504,"array([ 732.76373234, 6528.26790666])"
18505,"array([-477.96524455, 3988.65278766])"
18506,"array([4300.70083981, 5703.19422285])"
18507,"array([-5907.09859801,  2333.47460141])"
18508,"array([5917.22545093, 2061.94192717])"
18509,"array([-2875.44379733,  5237.88303815])"
18510,"array([5395.28618242, -940.36206485])"
18511,"array([-24.25068362, 261.55073844])"
18512,"array([ 4827.423848  , -2365.53299359])"
18513,"array([-1709.79081754,  5912.34528316])"
18514,"array([ 2749.26134076, -3468.31946723])"
18515,"array([3896.8843977 , 6186.08012627])"
18516,"array([-5163.9826792 ,  -269.38778295])"
18517,"array([193.8329399 , 333.94438172])"
18518,"array([ 2453.97510658, -3384.24540151])"
18519,"array([  401.35344873, -3721.75872584])"
18520,"array([-3357.92684648,  4813.44271869])"
18521,"array([227.97375584, 254.473454  ])"
18522,"array([789.8301554 , 314.00158236])"
18523,"array([ 6420.99422606, -3890.56886007])"
18524,"array([  82.87355315, -289.50218952])"
18525,"array([-2196.72380374,  1589.25645678])"
18526,"array([ 3525.73548474, -5683.07956382])"
18527,"array([-2425.81729015, -5204.40551352])"
18528,"array([-5258.08417302, -2309.11158634])"
18529,"array([-2851.54554512,  2853.6640089 ])"
18530,"array([  491.96394479, -4277.21774984])"
18531,"array([ 1369.8057637 , -1974.88739778])"
18532,"array([-5348.1158377 ,  2499.81024164])"
18533,"array([1146.61265019, 6773.15295435])"
18534,"array([-4436.89839957, -1071.25101798])"
18535,"array([-3404.74121844,   418.6266634 ])"
18536,"array([-4564.88440947, -1335.89547805])"
18537,"array([-6425.05686213,  3197.01828762])"
18538,"array([ 2477.3685826, -1846.0209383])"
18539,"array([ 6267.5831715, -2012.7937088])"
18540,"array([-156.21292105,  100.21704438])"
18541,"array([4387.18443143, 3377.68955393])"
18542,"array([2739.50105648, 3433.46318738])"
18543,"array([ 128.21120493, -217.64705245])"
18544,"array([-2386.57245873, -2719.91317855])"
18545,"array([1805.70158495, 1749.8579519 ])"
18546,"array([ 729.37807045, 6243.76636233])"
18547,"array([-808.261003  , 6907.07601653])"
18548,"array([5009.3335909 ,  -84.81051619])"
18549,"array([ 40.51982826, -89.20550787])"
18550,"array([-2839.81035197,  2584.68878682])"
18551,"array([2766.1600946 , 4276.43475428])"
18552,"array([-412.85562703,  274.48186037])"
18553,"array([ -411.16205799, -2796.1131574 ])"
18554,"array([-2376.5996275 , -6122.07676877])"
18555,"array([4757.64598974, 5378.79213562])"
18556,"array([ 1966.06297325, -6252.53504014])"
18557,"array([-461.42860992,  988.74861574])"
18558,"array([402.34290001, 529.58940421])"
18559,"array([ 3592.20870875, -3075.51716511])"
18560,"array([ 1972.06122948, -1092.13434313])"
18561,"array([ 2559.07894104, -1838.08643949])"
18562,"array([-1426.32757033,  1841.24122959])"
18563,"array([ 6614.93463902, -2981.57394716])"
18564,"array([3984.70894678, 1117.67752742])"
18565,"array([-1195.69088491,  6100.49153062])"
18566,"array([  770.04368971, -2150.52061524])"
18567,"array([  810.75075439, -3413.64672553])"
18568,"array([3962.32189516, 4854.76615914])"
18569,"array([ 3973.47389673, -4934.76777276])"
18570,"array([-5532.89264892,    74.84562058])"
18571,"array([6523.0116353,  297.0159605])"
18572,"array([-3288.79075298, -5354.97632032])"
18573,"array([-3123.15692276,  6663.53217545])"
18574,"array([-3052.37304831,   817.51536891])"
18575,"array([ 2847.20070513, -6038.67913074])"
18576,"array([ 4022.97539423, -5139.42117782])"
18577,"array([7035.13977736, 1151.41640224])"
18578,"array([4523.80064301, 3148.97567905])"
18579,"array([-29.38831001, -68.02142083])"
18580,"array([ -84.77973357, -134.67283906])"
18581,"array([-1252.74618358,  2833.15174838])"
18582,"array([-789.65517152, -287.90145287])"
18583,"array([  563.17835602, -4940.86663112])"
18584,"array([-1993.06168908, -7096.60232293])"
18585,"array([416.65609944, 290.91609485])"
18586,"array([613.44484876, 344.88534655])"
18587,"array([ -90.70782959, -372.86565129])"
18588,"array([-2788.53412236, -6205.89711918])"
18589,"array([-1066.98864891, -6815.54257395])"
18590,"array([5887.49930508, 4911.09365844])"
18591,"array([ 5370.74112831, -3538.68814995])"
18592,"array([542.063028  , 209.18538048])"
18593,"array([ 5028.62208978, -2933.7264128 ])"
18594,"array([ 5072.10930913, -3990.14066656])"
18595,"array([-59.19599503, 786.68605546])"
18596,"array([-3057.17339887,   666.46069913])"
18597,"array([699.88965316, 109.05793105])"
18598,"array([ 6649.85198795, -1116.73593724])"
18599,"array([-4940.8042379 , -2197.21267918])"
18600,"array([402.00649612, 257.86906607])"
18601,"array([-2195.36070134,  5101.70664885])"
18602,"array([-6531.91447765, -2439.49791683])"
18603,"array([4334.25767401, 1566.60315694])"
18604,"array([-1579.06361767, -3207.73384071])"
18605,"array([  18.76332382, -298.16312147])"
18606,"array([5367.3208573 , 2065.51433383])"
18607,"array([-1542.71113602,  5398.47808403])"
18608,"array([ -756.49533376, -3030.51461401])"
18609,"array([ 3262.1184577 , -5272.57325186])"
18610,"array([4091.68433686, 1908.39022483])"
18611,"array([ 3371.3534743, -3018.0100358])"
18612,"array([125.78073562, 250.55248756])"
18613,"array([-13.83030747, -22.60364055])"
18614,"array([-3622.71428898,  3857.14251938])"
18615,"array([4930.49945952, 2132.40830787])"
18616,"array([-1014.15972069,  5275.38640676])"
18617,"array([2045.27658583, 2544.45330196])"
18618,"array([4059.58814578, 1568.92272268])"
18619,"array([  65.36995885, -247.70485279])"
18620,"array([6207.46342949,    7.48920201])"
18621,"array([2667.39525843, 1606.02061609])"
18622,"array([ 275.62917017, -195.55530841])"
18623,"array([-141.83620774, -117.40384624])"
18624,"array([-207.46272644, -666.55496771])"
18625,"array([668.0030723 , -54.23180509])"
18626,"array([ 4670.79842046, -3276.41780713])"
18627,"array([-1466.67057743,  3750.77034421])"
18628,"array([-1502.32185647, -1504.1241188 ])"
18629,"array([ -800.36104322, -7117.17172784])"
18630,"array([-425.13576845, 6747.86215464])"
18631,"array([-3657.85078715, -2299.68892876])"
18632,"array([-5296.01248369,  1860.31259276])"
18633,"array([-344.91218393, -489.43660717])"
18634,"array([937.10200329, 740.30547998])"
18635,"array([-1693.97672134,  2280.77073079])"
18636,"array([-6266.3968059,   163.8873349])"
18637,"array([-4071.16087057, -2079.7883721 ])"
18638,"array([ 802.10320604, 3134.58898218])"
18639,"array([ 6551.63870363, -1157.32216672])"
18640,"array([3756.26628093, 5595.4552926 ])"
18641,"array([ 2761.66682098, -3308.06407887])"
18642,"array([4915.12023718, 2425.87173452])"
18643,"array([-4963.63339545,  2762.58702359])"
18644,"array([ 1859.28512745, -2965.39675478])"
18645,"array([-551.82478072, 2808.66569063])"
18646,"array([4578.48521008, 5879.92400831])"
18647,"array([ 5584.32960057, -2455.09656823])"
18648,"array([ 317.29213636, -146.5338587 ])"
18649,"array([ 479.33322272, -348.26100944])"
18650,"array([-789.86304328, 7073.96092694])"
18651,"array([-5498.38938137,  2221.40545479])"
18652,"array([  562.07960526, -2551.42862163])"
18653,"array([-3417.98107623, -4347.91711563])"
18654,"array([ -97.07315417, 5228.32151062])"
18655,"array([-4502.12381309,  1465.65308746])"
18656,"array([ 794.4395652, 6091.892034 ])"
18657,"array([2693.28125441,  159.65867751])"
18658,"array([436.12244744, -10.27800307])"
18659,"array([3198.66999761, 4602.6705237 ])"
18660,"array([-391.17625676, 7389.42809236])"
18661,"array([ 4700.77582587, -5355.21843826])"
18662,"array([ 5994.19351037, -4034.05344046])"
18663,"array([ 970.27187986, 2372.51800406])"
18664,"array([-2273.21969244, -2834.66339857])"
18665,"array([3190.37728859, 3988.58363547])"
18666,"array([ 4499.82592331, -3507.48024505])"
18667,"array([498.38640575, -37.64642114])"
18668,"array([ 279.35455081, -128.27701744])"
18669,"array([ -811.28550845, -3292.14691322])"
18670,"array([ 4225.39836424, -2903.44595997])"
18671,"array([  502.24374287, -2195.34942045])"
18672,"array([-5128.93353743,    55.03114672])"
18673,"array([ 2618.81213792, -6134.01846337])"
18674,"array([-3075.25617182, -4506.14449024])"
18675,"array([-540.29671728, 2531.02138186])"
18676,"array([141.91645875, 532.53093636])"
18677,"array([907.41472344, -30.0867312 ])"
18678,"array([-2543.96545076, -5792.84505635])"
18679,"array([-1748.30804324,  4988.98636749])"
18680,"array([4712.76464905, 2792.45474419])"
18681,"array([73.30718983, 99.33631457])"
18682,"array([4391.39640779, 3218.86611918])"
18683,"array([7510.53584554,  895.74534772])"
18684,"array([-494.59725067,   34.28213464])"
18685,"array([ -59.90238726, -371.71300393])"
18686,"array([-5003.18242125, -3294.35179989])"
18687,"array([4774.45856738, 3920.77823233])"
18688,"array([-652.65160248, 2123.64100551])"
18689,"array([ 2460.81331309, -1922.37917191])"
18690,"array([-6006.3890578 ,  -343.30849507])"
18691,"array([-2115.77740114,  1749.28638814])"
18692,"array([5058.42198985, 5356.07547298])"
18693,"array([-1505.20053716,  5565.70890657])"
18694,"array([ 1783.04685251, -2146.53592298])"
18695,"array([ -949.02723774, -6150.53471134])"
18696,"array([  150.63906288, -2835.85029592])"
18697,"array([-4876.52264889, -5510.61153057])"
18698,"array([-2747.57918381,  1295.2497379 ])"
18699,"array([-1752.5666576 , -5731.47942544])"
18700,"array([3398.38417624, -915.76363322])"
18701,"array([-2429.83113803,  3526.99079467])"
18702,"array([1869.46411793, 2809.26210705])"
18703,"array([ -799.31715393, -7004.13954236])"
18704,"array([ 3075.12110571, -5659.88862272])"
18705,"array([ -684.48133401, -3585.89416551])"
18706,"array([-2757.5862385 ,  3760.21990752])"
18707,"array([  -43.84977472, -5070.75181218])"
18708,"array([6090.50457138, 3998.5848589 ])"
18709,"array([-2826.15443622,  3453.94450508])"
18710,"array([-4215.50121703,  5065.58453072])"
18711,"array([-2321.22382638,  6347.1773981 ])"
18712,"array([ 2562.90462679, -4233.19806523])"
18713,"array([-2899.43577752,  4901.27450511])"
18714,"array([ 3458.94547291, -3154.15303825])"
18715,"array([ 2689.53473474, -5451.71973005])"
18716,"array([-4445.92843235,  1052.89984619])"
18717,"array([-6446.07649412,   153.04885204])"
18718,"array([-5575.22492693,  4565.79218616])"
18719,"array([152.614124  , -83.88568525])"
18720,"array([ -29.81610155, -101.40158998])"
18721,"array([ 5617.22510782, -1866.71701707])"
18722,"array([2914.41507046, 4353.57378679])"
18723,"array([ -37.81685146, -313.63784384])"
18724,"array([ 90.33659688, 358.57179069])"
18725,"array([2960.2623826 , 2309.88482828])"
18726,"array([ -210.26696769, -4852.2315896 ])"
18727,"array([-3192.39575435, -3785.73083174])"
